Blend ID(BDID),Characteristics of material,Material type,Mixing / Blending method,Molecular weight,Morphology,Name,Non-solvent,Polymer type,Polymerization information,Processing information,Remarks,Sample ID,Sequence info,Solvent,Branch/crosslink info,Glass transition temp.,comp_01_CU Chemical Strucutre,comp_01_CU formula,comp_01_Composition[%],comp_01_Composition[TLC-FID Area],comp_01_Composition[],comp_01_Composition[mol ratio of monomer repeating units],comp_01_Composition[mol ratio],comp_01_Composition[mol%],comp_01_Composition[part],comp_01_Composition[phr],comp_01_Composition[ratio],comp_01_Composition[unknown],comp_01_Composition[vol ratio],comp_01_Composition[vol%],comp_01_Composition[wt ratio],comp_01_Composition[wt%],comp_01_Formula weight(FW),comp_01_PID of Component,comp_01_Sample ID,comp_02_CU Chemical Strucutre,comp_02_CU formula,comp_02_Composition[%],comp_02_Composition[TLC-FID Area],comp_02_Composition[],comp_02_Composition[mol ratio of monomer repeating units],comp_02_Composition[mol ratio],comp_02_Composition[mol%],comp_02_Composition[part],comp_02_Composition[phr],comp_02_Composition[ratio],comp_02_Composition[unknown],comp_02_Composition[vol ratio],comp_02_Composition[vol%],comp_02_Composition[wt ratio],comp_02_Composition[wt%],comp_02_Formula weight(FW),comp_02_PID of Component,comp_02_Sample ID,comp_03_CU Chemical Strucutre,comp_03_CU formula,comp_03_Composition[%],comp_03_Composition[TLC-FID Area],comp_03_Composition[],comp_03_Composition[mol ratio of monomer repeating units],comp_03_Composition[mol ratio],comp_03_Composition[mol%],comp_03_Composition[part],comp_03_Composition[phr],comp_03_Composition[ratio],comp_03_Composition[unknown],comp_03_Composition[vol ratio],comp_03_Composition[vol%],comp_03_Composition[wt ratio],comp_03_Composition[wt%],comp_03_Formula weight(FW),comp_03_PID of Component,comp_03_Sample ID,comp_04_CU Chemical Strucutre,comp_04_CU formula,comp_04_Composition[%],comp_04_Composition[TLC-FID Area],comp_04_Composition[],comp_04_Composition[mol ratio of monomer repeating units],comp_04_Composition[mol ratio],comp_04_Composition[mol%],comp_04_Composition[part],comp_04_Composition[phr],comp_04_Composition[ratio],comp_04_Composition[unknown],comp_04_Composition[vol ratio],comp_04_Composition[vol%],comp_04_Composition[wt ratio],comp_04_Composition[wt%],comp_04_Formula weight(FW),comp_04_PID of Component,comp_04_Sample ID,Reference
BD000776,"linear,Thermoplastic,Crystal & Liquid crystal",Neat resin,,,"Apparent crystal size [L(010)];181.01angstrom, partially miscible in solid state (LCP microfibers with random orientation dispersed in PBT matrix);hot-stage optical microscope
Related Info.: Interaction energy d. (B) and Flory-Huggins interaction parameter [Chi(12)] at 270C;-0.25J&slash;cm3 and -7.01E(-3), resp.","poly[(butane-1,4-diol)-alt-(terephthalic acid)]//poly[(p-aminobenzoic acid)-co-(ethane-1,2-diol)-co-(benzene-1,4-dicarboxylic acid)]",,Blend,,"Compression: 270C, 10MPa
Shape of Test Piece: Plate",In situ composite,22124-3-1-1,,,,"['Glass transition temp. 49.7 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min & He', 'Remarks: Second heating, Tg of PBT phase']",,C12H12O4,,,,,,,,,,,,,,97.5,220.22,P090029,22124.01,,C8H4O2 / C7H5NO / C7H5NO / C2H4O2 / C10H8O4 / C10H8O4,,,,,,,,,,,,,,2.5,132.12 / 119.12 / 119.12 / 60.05 / 192.17 / 192.17,P903106,22124.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Li, R. K. Y.; Tjong, S. C.; Xie, X. L. , Journal of Polymer Science, Part B: Polymer Physics , 38 , 3 , 403-414 (2000)"
BD000778,,Neat resin,,,,"poly(1,4-cyclohexylenedimethylene terephthalate)//poly(bisphenol A carbonate)",,Blend,,"Annealing: 200C, 0.23h
Shape of Test Piece: Microlayer
Remarks: Up to 657 alternating layers, t(PC)=3.1 micron, t(KODAR)=2.2 micron",,75122-6-1-1,,,,"['Glass transition temp. ca 102 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Tg of KODAR, taken from the Fig.']",,C16H18O4,,,,,,,,,,,,,,60,274.31,P090034,75122-4-1-1,,C16H14O3,,,,,,,,,,,,,,40,254.28,P150011,75122-5-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pollock, G.; Nazarenko, S.; Hiltner, A.; Bear, E. , Journal of Applied Polymer Science , 52 , 2 , 163-176 (1994)"
BD000778,,Neat resin,,,,"poly(1,4-cyclohexylenedimethylene terephthalate)//poly(bisphenol A carbonate)",,Blend,,,,75122-3-1-1,,,,"['Glass transition temp. ca 116 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Taken from the Fig.']",,C16H18O4,,,,,,,,,,,,,,60,274.31,P090034,75122-1-1-1,,C16H14O3,,,,,,,,,,,,,,40,254.28,P150011,75122-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pollock, G.; Nazarenko, S.; Hiltner, A.; Bear, E. , Journal of Applied Polymer Science , 52 , 2 , 163-176 (1994)"
BD000778,,Neat resin,,,,"poly(1,4-cyclohexylenedimethylene terephthalate)//poly(bisphenol A carbonate)",,Blend,,,,75122-3-2-1,,,,"['Glass transition temp. ca 103 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Taken from the Fig.']",,C16H18O4,,,,,,,,,,,,,,40,274.31,P090034,75122-1-1-1,,C16H14O3,,,,,,,,,,,,,,60,254.28,P150011,75122-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pollock, G.; Nazarenko, S.; Hiltner, A.; Bear, E. , Journal of Applied Polymer Science , 52 , 2 , 163-176 (1994)"
BD000778,,Neat resin,,,,"poly(1,4-cyclohexylenedimethylene terephthalate)//poly(bisphenol A carbonate)",,Blend,,,,75122-3-3-1,,,,"['Glass transition temp. ca 93 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Taken from the Fig.']",,C16H18O4,,,,,,,,,,,,,,20,274.31,P090034,75122-1-1-1,,C16H14O3,,,,,,,,,,,,,,80,254.28,P150011,75122-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pollock, G.; Nazarenko, S.; Hiltner, A.; Bear, E. , Journal of Applied Polymer Science , 52 , 2 , 163-176 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-1-1,,,,"['Glass transition temp. 125 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C14H10O4,,,,,,,,,,,,,,100,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,0,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-2-1,,,,"['Glass transition temp. ca 115 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Taken from the Fig., Another Tg at ca.60C']",,C14H10O4,,,,,,,,,,,,,,90,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,10,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-3-1,,,,"['Glass transition temp. ca 109 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Taken from the Fig., Another Tg at ca.65C']",,C14H10O4,,,,,,,,,,,,,,80,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,20,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-4-1,,,,"['Glass transition temp. ca 100 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Taken from the Fig., Another Tg at ca.66C']",,C14H10O4,,,,,,,,,,,,,,60,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,40,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-5-1,,,,"['Glass transition temp. ca 87 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Taken from the Fig., Another Tg at ca.75C']",,C14H10O4,,,,,,,,,,,,,,40,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,60,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-6-1,,,,"['Glass transition temp. ca 78 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Taken from the Fig.']",,C14H10O4,,,,,,,,,,,,,,20,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,80,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-7-1,,,,"['Glass transition temp. ca 70 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min', 'Remarks: Taken from the Fig.']",,C14H10O4,,,,,,,,,,,,,,10,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,90,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000779,"linear,Thermoplastic,Crystal",Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly(oxybutane-1,4-diyloxycarbonylnaphthalene-2,6-diylcarbonyl)",,Blend,"Reactant: dimethyl naphthalate (DMN) / ethylene glycol
Type: polycondensation
Style: bulk polymn.
Catalyst: (First stage)Mn(OAc)2-4H2O,(Second stage) Sb2O3, addnl.
Condition: (First stage) 230C, 4h, N2, (Second stage) 295C, reduced pressure","Quenching: Quenched from the melt (280C, 5min) into liq. N2",,75320-3-8-1,,,,"['Glass transition temp. 48 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C14H10O4,,,,,,,,,,,,,,0,242.23,P090043,75320-1-1-1,,C16H14O4,,,,,,,,,,,,,,100,270.28,P090541,75320-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoon, Kwan Han; Lee, Sang Cheol; Park, O. Ok , Polymer Journal , 26 , 7 , 816-821 (1994)"
BD000782,,Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly((m-phenylenediamine)-alt-{5,5'-[(1-methylethane-1,1-diyl)bis(4,1-phenyleneoxy)]bis(isobenzofuran-1,3-dione)})",,Blend,,"Stretching: (streching) x1.5, 140C, 2mm/min
Shape of Test Piece: Film",,31612-3-1-2,,,,"['Glass transition temp. 120 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min & N2']",,C14H10O4,95,,,,,,,,,,,,,,242.23,P090043,31612-1-1-1,,C37H24N2O6,5,,,,,,,,,,,,,,592.6,P130197,31612-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanuga, Karnav; Cakmak, M. , Annual Technical Conference - Society of Plastics Engineers , 62nd , Vol. 2 , 2168-2172 (2004)"
BD000782,,Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly((m-phenylenediamine)-alt-{5,5'-[(1-methylethane-1,1-diyl)bis(4,1-phenyleneoxy)]bis(isobenzofuran-1,3-dione)})",,Blend,,"Stretching: (streching) x1.5, 145C, 2mm/min
Shape of Test Piece: Film",,31612-3-2-2,,,,"['Glass transition temp. 125 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min & N2']",,C14H10O4,90,,,,,,,,,,,,,,242.23,P090043,31612-1-1-1,,C37H24N2O6,10,,,,,,,,,,,,,,592.6,P130197,31612-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanuga, Karnav; Cakmak, M. , Annual Technical Conference - Society of Plastics Engineers , 62nd , Vol. 2 , 2168-2172 (2004)"
BD000782,,Neat resin,,,,"poly(ethylene naphthalene-2,6-dicarboxylate)//poly((m-phenylenediamine)-alt-{5,5'-[(1-methylethane-1,1-diyl)bis(4,1-phenyleneoxy)]bis(isobenzofuran-1,3-dione)})",,Blend,,"Stretching: (streching) x1.5, 150C, 2mm/min
Shape of Test Piece: Film",,31612-3-3-2,,,,"['Glass transition temp. 130 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min & N2']",,C14H10O4,80,,,,,,,,,,,,,,242.23,P090043,31612-1-1-1,,C37H24N2O6,20,,,,,,,,,,,,,,592.6,P130197,31612-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanuga, Karnav; Cakmak, M. , Annual Technical Conference - Society of Plastics Engineers , 62nd , Vol. 2 , 2168-2172 (2004)"
BD000782,Thermoplastic,Neat resin,,,Miscible;DSC (single Tg),"poly(ethylene naphthalene-2,6-dicarboxylate)//poly((m-phenylenediamine)-alt-{5,5'-[(1-methylethane-1,1-diyl)bis(4,1-phenyleneoxy)]bis(isobenzofuran-1,3-dione)})",,Blend,,"Stretching: Stretched biaxially
Shape of Test Piece: Film",,23101-4-1-1,,,,"['Glass transition temp. ca 175 [C]', 'Method: DMA', 'Condition: Frequency;1Hz', 'Remarks: Alpha transition, temp. of tan(delta)max., taken from the Fig.1', 'Related Info.(Transition temp.): Beta* transition at ca.70C (taken from the Fig.1)']",,C14H10O4,,,,,,,,,,,,,,85,242.23,P090043,23101-2-1-1,,C37H24N2O6,,,,,,,,,,,,,,15,592.6,P130197,23101-3-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greener, J.; Gillmor, J. R. , Proceedings of the International Congress on Rheology , 13th , Volume 4 , 9-11 (2000)"
BD000786,,Neat resin,,,,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-1-1,,,,"['Glass transition temp. 57 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PLLA']",,C2H2O2,,,,,,,,,,,,,,0,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,100,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000786,,Neat resin,,,Immiscible,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-2-1,,,,"['Glass transition temp. 52 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PLLA']",,C2H2O2,,,,,,,,,,,,,,20,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,80,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000786,,Neat resin,,,Immiscible,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-3-1,,,,"['Glass transition temp. 48 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PLLA']",,C2H2O2,,,,,,,,,,,,,,40,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,60,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000786,,Neat resin,,,Immiscible,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-4-1,,,,"['Glass transition temp. 55 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PLLA']",,C2H2O2,,,,,,,,,,,,,,50,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,50,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000786,,Neat resin,,,Immiscible,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-5-1,,,,"['Glass transition temp. 52 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PLLA']",,C2H2O2,,,,,,,,,,,,,,60,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,40,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000786,,Neat resin,,,Immiscible,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-6-1,,,,"['Glass transition temp. 56 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PLLA']",,C2H2O2,,,,,,,,,,,,,,80,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,20,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000786,,Neat resin,,,,poly(glycolic acid)//poly(lactic acid),,Blend,,"Solvent casting: Hexafluoroisopropanol solution into a glass mold(50*30*5mm); Dried in a vacuum oven at 60C for 24h
Shape of Test Piece: Film
Remarks: Film for tensile measurement 40*2*0.2mm",,26875-3-7-1,,,,"['Glass transition temp. -14 [C]', 'Method: DSC', 'Condition: Heating rate;1C/min', 'Remarks: Tg corresponding to PPD']",,C2H2O2,,,,,,,,,,,,,,100,58.04,P090085,26875-1-1-1,,C3H4O2,,,,,,,,,,,,,,0,72.06,P090176,26875-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pezzin, A. P. T.; Alberda van Ekenstein, G. O. R.; Zavaglia, C. A. C.; ten Brinke, G.; Duek, E. A. R. , Journal of Applied Polymer Science , 88 , 12 , 2744-2755 (2003)"
BD000789,"linear,Thermoplastic,Biodegradable,Crystal",Neat resin,,,,"poly(pentano-5-lactone)//poly(1,5-dioxepane-2-one)",,Blend,,,,20096-18-1-1,,,,"['Glass transition temp. -36.1 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min & N2', 'Remarks: Second heating, Another Tg at -58.0C']",,C5H8O2,,,,,,50,,,,,,,,,100.12,P090088,20096-15-1-1,,C5H8O3,,,,,,50,,,,,,,,,116.12,P370619,20096-16-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shirahama, Hiroyuki; Sakane, Masanori; Yasuda, Hajime , Kobunshi Ronbunshu , 54 , 8 , 499-511 (1997)"
BD000790,,Neat resin,,,,poly(epsilon-caprolactone)//poly(lactic acid),,Blend,,,,25589-10-1-1,,,,"['Glass transition temp. 58.0 [C]', 'Method: DSC', 'Condition: Heating rate; 5C/min']",,C3H4O2,,,,,,,,,,,,,99.8,,72.06,P090176,25589-1-1-1,,C6H10O2,,,,,,,,,,,,,0.2,,114.14,P090089,25589-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray, Suprakas Sinha; Maiti, Pralay; Okamoto, Masami; Yamada, Kazunobu; Ueda, Kazue , Macromolecules , 35 , 8 , 3104-3110 (2002)"
BD000790,,Neat resin,,,,poly(epsilon-caprolactone)//poly(lactic acid),,Blend,,,,25589-11-1-1,,,,"['Glass transition temp. 57.0 [C]', 'Method: DSC', 'Condition: Heating rate; 5C/min']",,C3H4O2,,,,,,,,,,,,,99.5,,72.06,P090176,25589-1-1-1,,C6H10O2,,,,,,,,,,,,,0.5,,114.14,P090089,25589-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray, Suprakas Sinha; Maiti, Pralay; Okamoto, Masami; Yamada, Kazunobu; Ueda, Kazue , Macromolecules , 35 , 8 , 3104-3110 (2002)"
BD000794,"linear,Crystal",Neat resin,,,miscible,poly(epsilon-caprolactone)//poly(bisphenol A carbonate),,Blend,,,,01319-3-1-3,,,,"['Glass transition temp. -60 [C]', 'Method: DSC']",,C6H10O2,,,,,,,,,,,,,,90,114.14,P090089,01319-1-1-1,,C16H14O3,,,,,,,,,,,,,,10,254.28,P150011,01319-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jonza, James M.; Porter, Roger S. , Macromolecules , 19 , 7 , 1946-1951 (1986)"
BD000794,"linear,Crystal",Neat resin,,,miscible,poly(epsilon-caprolactone)//poly(bisphenol A carbonate),,Blend,,,,01319-3-2-3,,,,"['Glass transition temp. -57 [C]', 'Method: DSC']",,C6H10O2,,,,,,,,,,,,,,80,114.14,P090089,01319-1-1-1,,C16H14O3,,,,,,,,,,,,,,20,254.28,P150011,01319-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jonza, James M.; Porter, Roger S. , Macromolecules , 19 , 7 , 1946-1951 (1986)"
BD000794,"linear,Crystal",Neat resin,,,miscible,poly(epsilon-caprolactone)//poly(bisphenol A carbonate),,Blend,,,,01319-3-3-3,,,,"['Glass transition temp. -57 [C]', 'Method: DSC']",,C6H10O2,,,,,,,,,,,,,,70,114.14,P090089,01319-1-1-1,,C16H14O3,,,,,,,,,,,,,,30,254.28,P150011,01319-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jonza, James M.; Porter, Roger S. , Macromolecules , 19 , 7 , 1946-1951 (1986)"
